Ano;Região;UF;Município;Código Município IBGE;CNPJ Município/SEDUC;Nome Escola;Código Escola;Rede Atendimento;Quantidade Alunos;CNPJ Executora;Nome Executora;Programa;Destinação;Valor Custeio;Valor Capital;Valor Total;Data da Ord. de Pagamento
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC RAIMUNDO GOMES DE OLIVEIRA;12013471;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1042;'01175511000107;COMITE EXECUTIVO RAIMUNDO GOMES DE OLIVEIRA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC MARIA ANGELICA DE CASTRO;12013498;ADMINISTRAÇÃO PÚBLICA ESTADUAL;650;'01197083000113;COMITE EXECUTIVO PROFESSORA MARIA ANGELICA DE CASTRO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC SANTA MARIA II;12013633;ADMINISTRAÇÃO PÚBLICA ESTADUAL;429;'07268772000158;COMITE EXECUTIVO SANTA MARIA II;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;23/09/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC SAO FRANCISCO DE ASSIS I;12013730;ADMINISTRAÇÃO PÚBLICA ESTADUAL;273;'01201408000194;COMITE EXECUTIVO SAO FRANCISCO DE ASSIS I;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;23/09/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC SERAFIM DA SILVA SALGADO;12013889;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1033;'01190998000105;COMITE EXECUTIVO SERAFIM DA SILVA SALGADO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC SAO RAIMUNDO NONATO;12014036;ADMINISTRAÇÃO PÚBLICA ESTADUAL;325;'05751002000136;COMITE EXECUTIVO SAO RAIMUNDO NONATO;PDDE EQUIDADE;Agua 2020;25600;6400;32000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC TANCREDO DE ALMEIDA NEVES;12014052;ADMINISTRAÇÃO PÚBLICA ESTADUAL;762;'01212964000166;COMITE EXECUTIVO TANCREDO DE ALMEIDA NEVES;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC THEODOLINA FALCAO MACEDO;12014060;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1147;'05068418000154;COMITE EXECUTIVO THEODOLINA FALCAO MACEDO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC UNIAO E PROGRESSO;12014125;ADMINISTRAÇÃO PÚBLICA ESTADUAL;766;'09355237000160;COMITE EXECUTIVO UNIAO E PROGRESSO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC FREI THIAGO MARIA MATIOLLI;12014354;ADMINISTRAÇÃO PÚBLICA ESTADUAL;509;'01230943000173;COMITE EXECUTIVO FREI THIAGO MARIA MATIOLLI;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC INSTITUTO SAO JOSE;12014389;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1314;'28581886000123;CAMINHOS DO SABER;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC CIVICO MILITAR 15 DE JUNHO;12014591;ADMINISTRAÇÃO PÚBLICA ESTADUAL;721;'84318773000100;COMITE EXECUTIVO 15 DE JUNHO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC SANTO IZIDORO;12014605;ADMINISTRAÇÃO PÚBLICA ESTADUAL;624;'01193725000106;COMITE EXECUTIVO SANTO IZIDORO;PDDE EQUIDADE;Sala de Recursos 2021;6400;25600;32000;23/09/2021
2021;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC PADRE CARLOS CASAVEQUIA;12014877;ADMINISTRAÇÃO PÚBLICA ESTADUAL;145;'00670682000140;COMITE EXECUTIVO PE CARLOS CASAVECHIA;PDDE EQUIDADE;Agua 2020;25600;6400;32000;15/04/2021
2021;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC PROF MARIA AUXILIADORA CUNHA QUEIROZ;12014915;ADMINISTRAÇÃO PÚBLICA ESTADUAL;132;'01201412000152;COMITE EXECUTIVO MARIA AUXILIADORA CUNHA QUEIROZ;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;11/05/2021
2021;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC PROF DIVA PEREIRA DE SOUZA;12014931;ADMINISTRAÇÃO PÚBLICA ESTADUAL;332;'01224717000180;COMITE EXECUTIVO DIVA PEREIRA;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;15/04/2021
2021;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC ROSALINA DA SILVEIRA;12014974;ADMINISTRAÇÃO PÚBLICA ESTADUAL;7;'03011209000149;COMITE EXECUTIVO ROSALINA DA SILVEIRA;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;09/06/2021
2021;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC VEIGA CABRAL;12015210;ADMINISTRAÇÃO PÚBLICA ESTADUAL;369;'01197447000165;COMITE EXECUTIVO VEIGA CABRAL;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC EDMUNDO PINTO DE ALMEIDA NETO;12015334;ADMINISTRAÇÃO PÚBLICA ESTADUAL;795;'01184390000160;COMITE EXECUTIVO EDMUNDO PINTO DE ALMEIDA NETO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC JADER SARAIVA;12015342;ADMINISTRAÇÃO PÚBLICA ESTADUAL;645;'01191002000178;COMITE EXECUTIVO JADER SARAIVA MACHADO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC NOSSA SENHORA AUXILIADORA;12015466;ADMINISTRAÇÃO PÚBLICA ESTADUAL;42;'03184911000104;COMITE EXECUTIVO NOSSA SENHORA AUXILIADORA;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;09/11/2021
2021;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC SANTA FE;12015539;ADMINISTRAÇÃO PÚBLICA ESTADUAL;59;'02435784000106;COMITE EXECUTIVO SANTA FE;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;11/05/2021
2021;NORTE;AC;ASSIS BRASIL;1200054;'04033254000167;ESC PROF IRIS CELIA CABANELLAS ZANNINI;12015946;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1038;'01208121000196;COMITE EXECUTIVO IRIS CELIA CABANELLAS ZANNINI;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;BRASILEIA;1200104;'04033254000167;ESC CEL MANOEL FONTENELE DE CASTRO;12016250;ADMINISTRAÇÃO PÚBLICA ESTADUAL;636;'01198496000112;COMITE EXECUTIVO CEL MANOEL FONTENELE DE CASTRO;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;21/10/2021
2021;NORTE;AC;BRASILEIA;1200104;'04033254000167;ESC GETULIO VARGAS;12016438;ADMINISTRAÇÃO PÚBLICA ESTADUAL;549;'01198513000111;COMITE EXECUTIVO GETULIO VARGAS;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;23/09/2021
2021;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC JOSE RUY DA SILVEIRA LINO;12016535;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;484;'00766996000140;CONSELHO ESCOLAR MUNICIPAL JOSE RUY DA SILVEIRA LINO;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;24/09/2021
2021;NORTE;AC;BRASILEIA;1200104;'04033254000167;ESC INSTITUTO ODILON PRATAGI;12017027;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1387;'00851049000158;COMITE EXECUTIVO INSTITUTO ODILON PRATAGI;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;EPITACIOLANDIA;1200252;'04033254000167;ESC LUIZ GONZAGA DA ROCHA;12017060;ADMINISTRAÇÃO PÚBLICA ESTADUAL;442;'02995986000102;COMITE EXECUTIVO LUIZ GONZAGA DA ROCHA;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;15/04/2021
2021;NORTE;AC;EPITACIOLANDIA;1200252;'04033254000167;ESC BRASIL BOLIVIA;12017094;ADMINISTRAÇÃO PÚBLICA ESTADUAL;443;'01209146000104;COMITE EXECUTIVO BRASIL BOLIVIA;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;09/12/2021
2021;NORTE;AC;XAPURI;1200708;'04033254000167;ESC 5 DE DEZEMBRO;12017426;ADMINISTRAÇÃO PÚBLICA ESTADUAL;9;'07270980000191;COMITE EXECUTIVO 05 DE DEZEMBRO;PDDE EQUIDADE;Agua 2019;20000;5000;25000;15/04/2021
2021;NORTE;AC;XAPURI;1200708;'04033254000167;ESC DIVINA PROVIDENCIA;12017540;ADMINISTRAÇÃO PÚBLICA ESTADUAL;728;'01224029000110;COMITE EXECUTIVO DIVINA PROVIDENCIA;PDDE EQUIDADE;Sala de Recursos 2021;6400;25600;32000;23/09/2021
2021;NORTE;AC;XAPURI;1200708;'04033254000167;ESC ESPERANCA DO POVO;12017620;ADMINISTRAÇÃO PÚBLICA ESTADUAL;194;'11492209000136;COMITE EXECUTIVO CONSORCIO ESPERANCA DO POVO;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;11/05/2021
2021;NORTE;AC;XAPURI;1200708;'04033254000167;ESC PADRE JOSIMO;12017981;ADMINISTRAÇÃO PÚBLICA ESTADUAL;44;'07270990000127;COMITE EXECUTIVO PADRE JOSIMO;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;11/05/2021
2021;NORTE;AC;XAPURI;1200708;'04033254000167;ESC PADRE JOSIMO;12017981;ADMINISTRAÇÃO PÚBLICA ESTADUAL;44;'07270990000127;COMITE EXECUTIVO PADRE JOSIMO;PDDE EQUIDADE;Agua 2019;22400;5600;28000;15/04/2021
2021;NORTE;AC;ACRELANDIA;1200013;'04033254000167;ESC SANTA LUCIA III;12018422;ADMINISTRAÇÃO PÚBLICA ESTADUAL;300;'02494394000107;ESCOLA SANTA LUCIA III;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;09/12/2021
2021;NORTE;AC;PLACIDO DE CASTRO;1200385;'04033254000167;ESC JOSE FRANCISCO DA SILVA;12019135;ADMINISTRAÇÃO PÚBLICA ESTADUAL;382;'02443064000192;COMITE EXECUTIVO JOSE FRANCISCO DA SILVA;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;26/05/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC FRANCISCO AUGUSTO BACURAU;12019151;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;448;'02485573000188;CONSELHO ESCOLARUNIDADE EXECUTORA FRANCISCO AUGUSTO BACURAU;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;24/09/2021
2021;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC DOM HENRIQUE RUTH;12020249;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1131;'02367460000188;COMITE EXECUTIVO DOM HENRIQUE RUTH;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;PORTO WALTER;1200393;'63603625000168;ESC MANOEL MOREIRA PINHEIRO;12020400;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;821;'02659219000122;CONSELHO ESCOLAR MANOEL MOREIRA PINHEIRO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC ANTONIO BORGES DA SILVA;12020443;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;14;'03041742000153;CONSELHO ESCOLAR ANTONIO BORGES DA SILVA;PDDE EQUIDADE;Campo 2019;8120;3480;11600;11/05/2021
2021;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC INDIGENA KATUKINA II;12020664;ADMINISTRAÇÃO PÚBLICA ESTADUAL;28;'04158237000156;COMITE EXECUTIVO CONSORCIO KATUKINA II;PDDE EQUIDADE;Agua 2020;20000;5000;25000;08/11/2021
2021;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC SAO PEDRO;12021156;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;16;'03162389000160;CONSELHO ESCOLAR JOAQUIM MOREIRA;PDDE EQUIDADE;Campo 2019;8120;3480;11600;11/05/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC BOM JARDIM;12021237;ADMINISTRAÇÃO PÚBLICA ESTADUAL;44;'07191683000150;COMITE EXECUTIVO BOM JARDIM;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;09/11/2021
2021;NORTE;AC;PORTO WALTER;1200393;'63603625000168;ESC OSCAR RIBEIRO BARBOSA;12021539;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;69;'03507463000132;CONSELHO ESCOLAR OSCAR RIBEIRO BARBOSA;PDDE EQUIDADE;Agua 2020;22400;5600;28000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC AYRTON SENNA DA SILVA;12021601;ADMINISTRAÇÃO PÚBLICA ESTADUAL;498;'02893053000104;COMITE EXECUTIVO AYRTON SENNA DA SILVA;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;23/09/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC PROF ILKA MARIA DE LIMA;12021628;ADMINISTRAÇÃO PÚBLICA ESTADUAL;546;'03291251000160;COMITE EXECUTIVO ILKA MARIA DE LIMA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC RAIMUNDO BORGES DA COSTA;12021660;ADMINISTRAÇÃO PÚBLICA ESTADUAL;565;'03125089000100;COMITE EXECUTIVO RAIMUNDO BORGES DA COSTA;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC JOELMA OLIVEIRA DE LIMA;12021687;ADMINISTRAÇÃO PÚBLICA ESTADUAL;532;'03175223000188;COMITE EXECUTIVO JOELMA OLIVEIRA DE LIMA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC DJALMA TELES GALDINO;12021717;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1132;'03241614000153;COMITE EXECUTIVO DJALMA TELES GALDINO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;CRUZEIRO DO SUL;1200203;'04012548000102;ESC FRANCISCA MARIA DE SOUZA;12021954;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;22;'22842509000114;CONSELHO ESCOLAR FRANCISCA MARIA DE SOUZA;PDDE EQUIDADE;Campo 2019;8120;3480;11600;24/06/2021
2021;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC MARIA LIMA DE SOUZA;12021962;ADMINISTRAÇÃO PÚBLICA ESTADUAL;377;'03047058000189;COMITE EXECUTIVO MARIA LIMA DE SOUZA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;RODRIGUES ALVES;1200427;'04033254000167;ESC FRANCISCO BRAGA DE SOUZA;12022004;ADMINISTRAÇÃO PÚBLICA ESTADUAL;480;'03064465000102;COMITE EXECUTIVO FRANCISCO BRAGA DE SOUZA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC PERCILIA GOMES BARBOSA;12023000;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;94;'11287883000189;CONSELHO ESCOLAR EDUCACAO E DIREITO;PDDE EQUIDADE;Campo 2019;9100;3900;13000;11/05/2021
2021;NORTE;AC;FEIJO;1200302;'04033254000167;ESC PAULINO FEIJO DE MELO;12023191;ADMINISTRAÇÃO PÚBLICA ESTADUAL;12;'11657346000183;COMITE EXECUTIVO CONSORCIO PAULINO FEIJO DE MELO;PDDE EQUIDADE;Campo 2019;10500;4500;15000;24/06/2021
2021;NORTE;AC;FEIJO;1200302;'04033254000167;ESC CARLOS VENIZIO NUNES DAMASCENO;12023710;ADMINISTRAÇÃO PÚBLICA ESTADUAL;127;'11657299000178;COMITE EXECUTIVO CONSORCIO FRANCISCO WLISSES DE MEDEIROS;PDDE EQUIDADE;Acessibilidade 2019;7968;1992;9960;09/06/2021
2021;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC PROF RILZA MARIA DANIEL DO NASCIMENTO;12026000;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;1175;'04465412000158;COMITE EXECUTIVO RILZA MARIA DANIEL DO NASCIMENTO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;09/06/2021
2021;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC LEONTINA GOMES DA SILVA;12026310;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;83;'11295738000140;CONSELHO ESCOLAR EDUCACAO E EFICACIA;PDDE EQUIDADE;Campo 2019;9100;3900;13000;11/05/2021
2021;NORTE;AC;MARECHAL THAUMATURGO;1200351;'04033254000167;ESC ELVIRA FERREIRA GOMES;12026328;ADMINISTRAÇÃO PÚBLICA ESTADUAL;736;'05007352000192;COMITE EXECUTIVO ELVIRA FERREIRA GOMES;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;09/12/2021
2021;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC CLEONICE SOARES DE OLIVEIRA;12026352;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;64;'11295738000140;CONSELHO ESCOLAR EDUCACAO E EFICACIA;PDDE EQUIDADE;Campo 2019;9100;3900;13000;11/05/2021
2021;NORTE;AC;CRUZEIRO DO SUL;1200203;'04012548000102;ESCOLA MUNICIPAL PROFESSORA FRANCISCA LIMA DA SILVA;12026603;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;245;'10833464000132;CONSELHO ESCOLAR PROFESSORA FRANCISCA LIMA DA SILVA;PDDE EQUIDADE;Agua 2020;25600;6400;32000;11/05/2021
2021;NORTE;AC;CRUZEIRO DO SUL;1200203;'04012548000102;ESCOLA MUNICIPAL PROFESSORA FRANCISCA LIMA DA SILVA;12026603;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;245;'10833464000132;CONSELHO ESCOLAR PROFESSORA FRANCISCA LIMA DA SILVA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;09/06/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;CENTRO DE EDUCACAO DE JOVENS E ADULTOS;12026697;ADMINISTRAÇÃO PÚBLICA ESTADUAL;960;'08185713000189;COMITE EXECUTIVO CEJA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;BRASILEIA;1200104;'04033254000167;ESC VALERIA BISPO SABALA;12026948;ADMINISTRAÇÃO PÚBLICA ESTADUAL;775;'05428013000180;COMITE EXECUTIVO VALERIA BISPO SABALA;PDDE EQUIDADE;Campo 2019;10500;4500;15000;25/05/2021
2021;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC MANOEL RODRIGUES DE ARAUJO;12027090;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;307;'10635885000159;CONSELHO ESCOLAR EDUCACAO E CIDADANIA;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;24/09/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC LOURIVAL PINHO;12027340;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1268;'05093691000139;COMITE EXECUTIVO LOURIVAL PINHO;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;09/06/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC PAULO FREIRE;12027359;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1052;'05209376000124;COMITE EXECUTIVO PAULO FREIRE;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;26/05/2021
2021;NORTE;AC;RODRIGUES ALVES;1200427;'04033254000167;ESC PAULO FREIRE I;12027650;ADMINISTRAÇÃO PÚBLICA ESTADUAL;436;'17897495000104;COMITE EXECUTIVO PAULO FREIRE I;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;RODRIGUES ALVES;1200427;'04033254000167;ESC MARIA LIZETE MOURA DE OLIVEIRA;12027669;ADMINISTRAÇÃO PÚBLICA ESTADUAL;203;'20330438000145;COMITE EXECUTIVO MARIA LIZETE DE OLIVEIRA MOURA;PDDE EQUIDADE;Campo 2019;10500;4500;15000;08/11/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC GLORIA PEREZ;12027758;ADMINISTRAÇÃO PÚBLICA ESTADUAL;378;'05897646000137;COMITE EXECUTIVO GLORIA PEREZ;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;23/09/2021
2021;NORTE;AC;TARAUACA;1200609;'04033254000167;ESC MARECHAL COSTA E SILVA SEDE;12027774;ADMINISTRAÇÃO PÚBLICA ESTADUAL;107;'11396164000104;COMITE EXECUTIVO CONSORCIO VITORIA;PDDE EQUIDADE;Agua 2020;22400;5600;28000;17/09/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC PROFª MAURICILA SANTANA;12027880;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;361;'06224587000107;CONSELHO ESCOLARUEX PROFESSORA MAURICILA SANT'ANA;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;09/12/2021
2021;NORTE;AC;CRUZEIRO DO SUL;1200203;'04012548000102;ESC VERISSIMO DE PAULA;12027944;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;50;'26031598000170;CONSELHO ESCOLAR VERISSIMO DE PAULA;PDDE EQUIDADE;Campo 2019;9100;3900;13000;11/05/2021
2021;NORTE;AC;ASSIS BRASIL;1200054;'04033254000167;ESC SANDOVAL BATISTA DE ARAUJO;12028223;ADMINISTRAÇÃO PÚBLICA ESTADUAL;340;'30895620000105;COMITE EXECUTIVO SANDOVAL BATISTA DE ARAUJO;PDDE EQUIDADE;Acessibilidade 2019;9600;2400;12000;11/05/2021
2021;NORTE;AC;ASSIS BRASIL;1200054;'04033254000167;ESC SANDOVAL BATISTA DE ARAUJO;12028223;ADMINISTRAÇÃO PÚBLICA ESTADUAL;340;'30895620000105;COMITE EXECUTIVO SANDOVAL BATISTA DE ARAUJO;PDDE EQUIDADE;Agua 2020;25600;6400;32000;15/04/2021
2021;NORTE;AC;ASSIS BRASIL;1200054;'04033254000167;ESC SANDOVAL BATISTA DE ARAUJO;12028223;ADMINISTRAÇÃO PÚBLICA ESTADUAL;340;'30895620000105;COMITE EXECUTIVO SANDOVAL BATISTA DE ARAUJO;PDDE EQUIDADE;Campo 2019;10500;4500;15000;07/05/2021
2021;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC CONCI ALVES DE MELO;12028347;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;221;'30485264000143;CONSELHO ESCOLAR DA UNIDADE EXECUTORA CONCI ALVES DE MELO;PDDE EQUIDADE;Campo 2019;10500;4500;15000;08/11/2021
2021;NORTE;AC;RODRIGUES ALVES;1200427;'04033254000167;ESC MANOEL CARNEIRO DE MESSIAS;12028479;ADMINISTRAÇÃO PÚBLICA ESTADUAL;202;'07922351000107;COMITE EXECUTIVO MANOEL CARNEIRO DE MESSIAS;PDDE EQUIDADE;Agua 2020;25600;6400;32000;11/05/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC PROF ALMADA BRITO;12028576;ADMINISTRAÇÃO PÚBLICA ESTADUAL;326;'07097334000174;COMITE EXECUTIVO PROFESSOR ALMADA BRITO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;EPITACIOLANDIA;1200252;'84306588000104;ESC PRESIDENTE CASTELO BRANCO;12028622;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;213;'04344760000177;CONSELHO ESCOLAR PRESIDENTE CASTELO BRANCO;PDDE EQUIDADE;Agua 2020;25600;6400;32000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC IZA MELLO;12028690;ADMINISTRAÇÃO PÚBLICA ESTADUAL;632;'07293761000128;COMITE EXECUTIVO IZA MELLO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC WILSON PINHEIRO;12028754;ADMINISTRAÇÃO PÚBLICA ESTADUAL;162;'08191828000186;COMITE EXECUTIVO WILSON PINHEIRO;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;23/09/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC JOSE RIBAMAR BATISTA;12028860;ADMINISTRAÇÃO PÚBLICA ESTADUAL;398;'07086889000110;COMITE EXECUTIVO JOSE RIBAMAR BATISTA;PDDE EQUIDADE;Sala de Recursos 2021;4000;16000;20000;23/09/2021
2021;NORTE;AC;SENA MADUREIRA;1200500;'04513362000137;ESC PROF MESSIAS RODRIGUES DE SOUZA;12029408;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;400;'07511535000176;CONSELHO ESCOLAR DA ESCOLA DE EF MESSIAS RODRIGUES DE SOUZA;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;09/06/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC BENFICA;12029432;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;713;'08630331000117;CONSELHO ESCOLARUNIDADE EXECUTORA BENFICA;PDDE EQUIDADE;Sala de Recursos;4000;16000;20000;09/06/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC LINDAURA MARTINS LEITAO;12029491;ADMINISTRAÇÃO PÚBLICA ESTADUAL;468;'01213749000180;COMITE EXECUTIVO LINDAURA MARTINS LEITAO;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;15/04/2021
2021;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC MARIANA DA SILVA OLIVEIRA;12029645;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;628;'08488379000132;CONSELHO ESCOLAR PROFESSORA NAZARE DOURADO SOUZA DOS SANTOS;PDDE EQUIDADE;Sala de Recursos;6400;25600;32000;09/06/2021
